id,label,timeset,entity_type,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,eigencentrality,clustering
ocean_odyssey,ocean_odyssey,,user,0,3,3,0.0,4.0,4.0,7.0,0.25203693644758285,0.26349035303776713,0.0,17,0,750,0.0,0.0
odonovanshannon,odonovanshannon,,user,0,2,2,0.0,2.0,2.0,7.0,0.2456046883324454,0.2580828426815415,0.0,9,0,751,0.0,0.5
ohiou,ohiou,,user,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19,0,752,7.638721290692608E-4,0.0
oilidryad,oilidryad,,user,1,0,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,13,0,591,7.638721290692608E-4,0.0
ontheritagepro,ontheritagepro,,user,0,2,2,0.0,2.0,2.0,7.0,0.22184630256162396,0.23166822284469452,0.0,16,0,753,0.0,0.5
opencontext,opencontext,,user,0,2,2,0.0,2.0,2.0,7.0,0.2481081081081081,0.25978835978836007,0.0,9,0,754,0.0,0.5
opendatamonkey,opendatamonkey,,user,0,6,6,0.0,10.0,10.0,6.0,0.2990228013029316,0.3209150326797384,0.0,9,0,755,0.0,0.1666666716337204
openmylab,openmylab,,user,0,3,3,0.0,4.0,4.0,6.0,0.2908745247148289,0.30511982570806045,0.0,23,0,756,0.0,0.1666666716337204
opietasanimi,opietasanimi,,user,83,110,193,696.0,1898.0,2594.0,4.0,0.5192743764172335,0.5926128093158668,61156.185916461865,9,0,311,0.3073374996116111,0.05083794519305229
opuspaulicium,opuspaulicium,,user,0,5,5,0.0,8.0,8.0,6.0,0.25656791503633314,0.2752723311546843,0.0,2,0,757,0.0,0.4000000059604645
oupacademic,oupacademic,,user,8,2,10,10.0,2.0,12.0,8.0,0.1777950310559006,0.18550634227490204,7.883333333333334,7,0,311,0.01993154954191514,0.2777777910232544
ovidiuspictus,ovidiuspictus,,user,0,2,2,0.0,2.0,2.0,6.0,0.29651162790697677,0.30987654320987607,0.0,9,0,758,0.0,0.5
oxbowbooks,oxbowbooks,,user,5,3,8,7.0,4.0,11.0,7.0,0.2154280338664158,0.22289457267623328,1051.8262848950162,21,0,311,0.015240178709262156,0.261904776096344
oxfordclassics,oxfordclassics,,user,0,7,7,0.0,16.0,16.0,6.0,0.32346723044397463,0.347240377632535,0.0,6,0,759,0.0,0.2857142984867096
pageman,pageman,,user,0,3,3,0.0,38.0,38.0,5.0,0.3427931292008962,0.3632897603485846,0.0,9,0,760,0.0,0.3333333432674408
paideiainst,paideiainst,,user,8,0,8,39.0,0.0,39.0,0.0,0.0,0.0,0.0,21,0,217,0.07177093381702479,0.6071428656578064
paideiainstitut,paideiainstitut,,user,19,7,26,81.0,18.0,99.0,6.0,0.3330909090909091,0.3570232896652114,2857.9674055635796,9,0,311,0.13689492144272594,0.2707509994506836
palapproject,palapproject,,user,10,0,10,50.0,0.0,50.0,0.0,0.0,0.0,0.0,9,0,253,0.07745022118538415,0.35555556416511536
pallag,pallag,,user,0,2,2,0.0,2.0,2.0,7.0,0.21569548872180452,0.22550057059861106,0.0,20,0,761,0.0,0.5
pamelaingleton,pamelaingleton,,user,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9,0,688,7.638721290692608E-4,0.0
papyrologus,papyrologus,,user,78,51,129,295.0,469.0,764.0,5.0,0.447265625,0.500982532751093,32175.647630085514,9,0,311,0.2634832045139358,0.05472752824425697
paregorios,paregorios,,user,47,34,81,121.0,164.0,285.0,5.0,0.43953934740882916,0.48296943231441203,10241.369080387076,9,0,311,0.2267712324448217,0.125987708568573
paulageorgiade,paulageorgiade,,user,1,11,12,2.0,36.0,38.0,6.0,0.293213828425096,0.31946870451237264,1348.0883412638427,9,0,311,0.008864703602410767,0.07575757801532745
paulcaris3,paulcaris3,,user,0,3,3,0.0,4.0,4.0,5.0,0.3427931292008962,0.3632897603485846,0.0,9,0,762,0.0,0.3333333432674408
pauljcripps,pauljcripps,,user,3,0,3,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2,0,387,0.0024667433324081687,0.3333333432674408
paulmckenna4,paulmckenna4,,user,2,8,10,2.0,12.0,14.0,5.0,0.39078498293515357,0.4199781659388663,102.04658763939318,9,0,311,0.008954981750000063,0.3888888955116272
pclare_c,pclare_c,,user,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,10,0,763,0.0,0.5
pearadocs,pearadocs,,user,0,4,4,0.0,6.0,6.0,6.0,0.3097165991902834,0.32883079157588946,0.0,6,0,764,0.0,0.3333333432674408
peer__reviewer,peer__reviewer,,user,0,5,5,0.0,8.0,8.0,6.0,0.3145990404386566,0.3371822803195355,0.0,9,0,765,0.0,0.4000000059604645
pelagiosproject,pelagiosproject,,user,16,0,16,26.0,0.0,26.0,0.0,0.0,0.0,0.0,9,0,189,0.12546664651112188,0.36666667461395264
peregrinek,peregrinek,,user,2,0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,9,0,271,0.022754750837930254,1.0
peregrinekiwi,peregrinekiwi,,user,39,85,124,151.0,582.0,733.0,5.0,0.4867162592986185,0.5550218340611365,19847.158284003133,9,0,311,0.17699235288377316,0.07857628166675568
perio_do,perio_do,,user,4,6,10,5.0,10.0,15.0,6.0,0.2987606001304631,0.319796215429403,2.7277088107970457,9,0,311,0.04483053367965934,0.5
peripatesis,peripatesis,,user,14,25,39,16.0,63.0,79.0,6.0,0.3924592973436161,0.4323508005822431,6406.189463710121,9,0,311,0.1269315807237945,0.19696970283985138
perseidsproject,perseidsproject,,user,31,16,47,95.0,122.0,217.0,5.0,0.40819964349376114,0.4421033478893757,7451.612090073369,9,0,311,0.20631190206236386,0.21337126195430756
petergiancarlo,petergiancarlo,,user,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,7,0,766,0.0,0.5
pherekrates_1,pherekrates_1,,user,0,2,2,0.0,2.0,2.0,7.0,0.21569548872180452,0.22550057059861106,0.0,20,0,767,0.0,0.5
pleiadesproject,pleiadesproject,,user,24,7,31,50.0,16.0,66.0,6.0,0.3290229885057471,0.3540029112081522,673.6462733245914,9,0,311,0.1774132069191134,0.31908831000328064
pollyalida,pollyalida,,user,1,0,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,13,0,590,7.638721290692608E-4,0.0
pompei79,pompei79,,user,80,6,86,106.0,16.0,122.0,6.0,0.274251497005988,0.29239446870451224,29757.587685123613,20,0,311,0.23641753467864893,0.048192769289016724
pompeiana79,pompeiana79,,user,4,9,13,7.0,24.0,31.0,6.0,0.3430711610486891,0.36954148471615783,997.5260208258047,9,0,311,0.03506304732217325,0.21794871985912323
pompeysie,pompeysie,,user,0,2,2,0.0,2.0,2.0,6.0,0.3097165991902834,0.3269063180827885,0.0,9,0,768,0.0,0.5
portusprince,portusprince,,user,0,3,3,0.0,4.0,4.0,5.0,0.3558139534883721,0.37872185911401723,0.0,9,0,769,0.0,0.6666666865348816
prbrian,prbrian,,user,0,3,3,0.0,5.0,5.0,5.0,0.28298397040690504,0.3004357298474944,0.0,9,0,770,0.0,0.6666666865348816
precatlady,precatlady,,user,0,3,3,0.0,4.0,4.0,6.0,0.3068181818181818,0.32374727668845293,0.0,6,0,771,0.0,0.3333333432674408
primitivemethod,primitivemethod,,user,1,0,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,12,0,575,7.638721290692608E-4,0.0
princetonupress,princetonupress,,user,3,0,3,5.0,0.0,5.0,0.0,0.0,0.0,0.0,9,0,298,0.03182354911910937,0.5
prof_carrington,prof_carrington,,user,0,10,10,0.0,18.0,18.0,6.0,0.2789034564958284,0.30430911680911665,0.0,6,0,772,0.0,0.1111111119389534
profchrismjones,profchrismjones,,user,0,3,3,0.0,4.0,4.0,6.0,0.3068181818181818,0.32374727668845293,0.0,6,0,773,0.0,0.3333333432674408
profdaveandress,profdaveandress,,user,0,2,2,0.0,2.0,2.0,6.0,0.3099257258609048,0.327269426289034,0.0,6,0,774,0.0,0.0
professormortis,professormortis,,user,0,2,2,0.0,2.0,2.0,6.0,0.28598130841121494,0.3019970951343497,0.0,9,0,775,0.0,0.5
qdicitur,qdicitur,,user,2,4,6,6.0,6.0,12.0,1.0,1.0,1.0,0.0,21,0,569,0.0015277442581385216,0.2666666805744171
queenofthinair,queenofthinair,,user,0,2,2,0.0,2.0,2.0,6.0,0.3097165991902834,0.3269063180827885,0.0,9,0,776,0.0,0.5
racheldewan,racheldewan,,user,14,12,26,47.0,28.0,75.0,6.0,0.31305536568694464,0.3372998544395925,2722.102868273287,2,0,311,0.08027086105723605,0.18333333730697632
raylaurence1,raylaurence1,,user,3,5,8,3.0,8.0,11.0,6.0,0.29934640522875816,0.3208879184861716,2.2331457431457435,20,0,311,0.045227788947462925,0.5892857313156128
rdmond,rdmond,,user,0,2,2,0.0,2.0,2.0,6.0,0.2760072158749248,0.287254901960784,0.0,9,0,777,0.0,0.5
realtalkscs,realtalkscs,,user,46,18,64,73.0,38.0,111.0,6.0,0.37145174371451745,0.40829694323144267,15727.341227271105,9,0,311,0.1947792316716859,0.08615819364786148
reb_lang,reb_lang,,user,0,2,2,0.0,2.0,2.0,8.0,0.21388630009319665,0.22256198775806738,0.0,7,0,778,0.0,0.5
rebeccaspang,rebeccaspang,,user,1,5,6,1.0,8.0,9.0,6.0,0.26767971946230273,0.28366084425036386,628.0539511213424,9,0,311,0.0011218837456975776,0.06666667014360428
rebo,rebo,,user,2,0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,7,0,185,0.010856746630716679,0.0
rebootth,rebootth,,user,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7,0,111,0.0020677644822058414,0.0
red_shirt_no2,red_shirt_no2,,user,0,3,3,0.0,4.0,4.0,6.0,0.2908745247148289,0.30511982570806045,0.0,23,0,779,0.0,0.1666666716337204
remboitage,remboitage,,user,0,2,2,0.0,2.0,2.0,6.0,0.2840346534653465,0.3008714596949889,0.0,9,0,780,0.0,0.5
res_australes,res_australes,,user,0,7,7,0.0,30.0,30.0,6.0,0.3362637362637363,0.3630355846042129,0.0,9,0,781,0.0,0.2142857164144516
rhacademic,rhacademic,,user,0,2,2,0.0,2.0,2.0,7.0,0.22549019607843138,0.2384834368530031,0.0,19,0,783,0.0,0.0
richardhgerrard,richardhgerrard,,user,0,2,2,0.0,2.0,2.0,6.0,0.2606473594548552,0.2732752360203342,0.0,9,0,784,0.0,0.5
rjmachado06,rjmachado06,,user,0,3,3,0.0,4.0,4.0,5.0,0.3704600484261501,0.3952795933188101,0.0,9,0,785,0.0,0.3333333432674408
rogueclassic,rogueclassic,,user,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9,0,302,0.012661876336282836,0.0
rogueclassicist,rogueclassicist,,user,48,187,235,318.0,2320.0,2638.0,4.0,0.5856777493606138,0.6846797671033479,68511.85322313421,9,0,311,0.22675793424582583,0.031823012977838516
romancient,romancient,,user,10,0,10,17.0,0.0,17.0,0.0,0.0,0.0,0.0,9,0,184,0.07885836875714915,0.4000000059604645
romanfootprints,romanfootprints,,user,0,2,2,0.0,2.0,2.0,7.0,0.21569548872180452,0.22550057059861106,0.0,20,0,786,0.0,0.5
romanpottery,romanpottery,,user,0,5,5,0.0,8.0,8.0,6.0,0.31633356305995863,0.33514887436456053,0.0,19,0,787,0.0,0.3499999940395355
romtoronto,romtoronto,,user,15,2,17,30.0,2.0,32.0,7.0,0.2217917675544794,0.23162819713038163,1384.6657744287538,9,0,311,0.0797716954213168,0.19117647409439087
rooseveltmontas,rooseveltmontas,,user,0,4,4,0.0,6.0,6.0,6.0,0.30417495029821073,0.3244008714596949,0.0,23,0,788,0.0,0.25
rout_classics,rout_classics,,user,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9,0,301,0.012661876336282836,0.0
roywlewis,roywlewis,,user,0,2,2,0.0,2.0,2.0,7.0,0.21569548872180452,0.22550057059861106,0.0,20,0,789,0.0,0.5
rutgersu,rutgersu,,user,5,0,5,10.0,0.0,10.0,0.0,0.0,0.0,0.0,16,0,242,0.024639936901968307,0.10000000149011612
rvosa,rvosa,,user,0,2,2,0.0,2.0,2.0,7.0,0.21569548872180452,0.22550057059861106,0.0,20,0,790,0.0,0.5
ryanfb,ryanfb,,user,0,8,8,0.0,22.0,22.0,5.0,0.36141732283464567,0.3900871459695002,0.0,9,0,791,0.0,0.4821428656578064
ryanhorne,ryanhorne,,user,2,0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,9,0,150,0.0215265799386936,1.0
ryankemp1992,ryankemp1992,,user,0,2,2,0.0,2.0,2.0,7.0,0.2714370195150798,0.28585952899678374,0.0,9,0,792,0.0,0.5
ryanmhorne,ryanmhorne,,user,39,46,85,305.0,548.0,853.0,5.0,0.42368177613321,0.47885735080058406,11215.942381043937,9,0,311,0.21594445310430158,0.10450450330972672
s_bachmeyer,s_bachmeyer,,user,0,5,5,0.0,8.0,8.0,6.0,0.25656791503633314,0.2752723311546843,0.0,2,0,793,0.0,0.4000000059604645
s_chopade,s_chopade,,user,0,3,3,0.0,4.0,4.0,7.0,0.24585783003741316,0.2594047619047622,0.0,4,0,795,0.0,0.1666666716337204
sacrobosco2013,sacrobosco2013,,user,0,3,3,0.0,4.0,4.0,6.0,0.3068181818181818,0.32374727668845293,0.0,6,0,796,0.0,0.3333333432674408
salegend17,salegend17,,user,1,16,17,2.0,44.0,46.0,5.0,0.39516824849007764,0.43089519650655167,94.22363583269143,2,0,311,0.017831425026861202,0.20000000298023224
salvi_sitis,salvi_sitis,,user,0,6,6,0.0,10.0,10.0,1.0,1.0,1.0,0.0,21,0,797,0.0,0.13333334028720856
samsonalice3,samsonalice3,,user,0,2,2,0.0,2.0,2.0,7.0,0.23517382413087934,0.24404244306418288,0.0,6,0,798,0.0,0.5
samuelkindick,samuelkindick,,user,0,2,2,0.0,2.0,2.0,6.0,0.25613839285714285,0.27200435729847516,0.0,2,0,799,0.0,0.5
sarahebond,sarahebond,,user,119,43,162,534.0,136.0,670.0,5.0,0.4408084696823869,0.4895196506550233,42966.39221074343,6,0,311,0.3719878439344819,0.05478927120566368
sarahveale,sarahveale,,user,7,12,19,16.0,30.0,46.0,5.0,0.3772652388797364,0.4106622998544414,967.31468200642,9,0,311,0.04318423351776967,0.3382352888584137
scaleup_rt,scaleup_rt,,user,0,5,5,0.0,8.0,8.0,6.0,0.32669039145907475,0.34825708061002186,0.0,21,0,800,0.0,0.25
schenck,schenck,,user,0,2,2,0.0,2.0,2.0,6.0,0.3130968622100955,0.33144517066085677,0.0,9,0,801,0.0,0.5
scollinselliott,scollinselliott,,user,1,2,3,1.0,2.0,3.0,1.0,1.0,1.0,1.0,19,0,599,7.638721290692608E-4,0.1666666716337204
scottrcowie,scottrcowie,,user,0,5,5,0.0,8.0,8.0,6.0,0.3073852295409182,0.32521645021644985,0.0,24,0,803,0.0,0.05000000074505806
scs,scs,,user,1,0,1,4.0,0.0,4.0,0.0,0.0,0.0,0.0,19,0,804,7.638721290692608E-4,0.0
scsclassics,scsclassics,,user,55,9,64,114.0,15.0,129.0,6.0,0.29042485732403295,0.3157933042212514,5529.669827438973,19,0,311,0.2643406590675732,0.11939890682697296
seanfsmith,seanfsmith,,user,0,4,4,0.0,6.0,6.0,7.0,0.216,0.2280423280423293,0.0,20,0,805,0.0,0.75
sebhth,sebhth,,user,41,12,53,305.0,48.0,353.0,5.0,0.3609141055949567,0.39101164483260703,6211.871523059974,9,0,311,0.19370051917765013,0.13962766528129578
sentantiq,sentantiq,,user,34,29,63,90.0,124.0,214.0,5.0,0.3993025283347864,0.4437409024745286,16000.775553803087,9,0,311,0.1349147982575513,0.09195402264595032
servilius_ahala,servilius_ahala,,user,0,5,5,0.0,8.0,8.0,6.0,0.3082605775688381,0.32661583151779205,0.0,6,0,806,0.0,0.30000001192092896
sevensseed,sevensseed,,user,8,16,24,16.0,52.0,68.0,5.0,0.3717532467532468,0.40578602620087495,1823.148004644205,9,0,311,0.04593854835205103,0.260869562625885
sharonmwolf,sharonmwolf,,user,0,6,6,0.0,8.0,8.0,5.0,0.37653814602132896,0.4047204066811922,0.0,23,0,807,0.0,0.3333333432674408
shawhardy,shawhardy,,user,3,6,9,5.0,12.0,17.0,5.0,0.3512269938650307,0.37572780203784667,9.763676601176602,9,0,311,0.0312571734922133,0.375
shaynasheinfeld,shaynasheinfeld,,user,0,9,9,0.0,18.0,18.0,6.0,0.3484848484848485,0.37865942028985605,0.0,6,0,808,0.0,0.2638888955116272
sheilamorr,sheilamorr,,user,0,4,4,0.0,6.0,6.0,6.0,0.3338181818181818,0.3536673928830794,0.0,9,0,809,0.0,0.25
sheraton,sheraton,,user,7,0,7,12.0,0.0,12.0,0.0,0.0,0.0,0.0,9,0,63,0.07090489646381128,0.6190476417541504
sheratoncentre,sheratoncentre,,user,6,0,6,27.0,0.0,27.0,0.0,0.0,0.0,0.0,9,0,38,0.05671834639047145,0.46666666865348816
shilib3,shilib3,,user,0,12,12,0.0,27.0,27.0,5.0,0.36749399519615694,0.4007988380537414,0.0,9,0,810,0.0,0.27272728085517883
sicilyepigraphy,sicilyepigraphy,,user,0,2,2,0.0,2.0,2.0,6.0,0.3333333333333333,0.3514887436456066,0.0,9,0,811,0.0,0.5
sisselunsissel,sisselunsissel,,user,0,4,4,0.0,6.0,6.0,7.0,0.24145186743819042,0.25474115572154843,0.0,22,0,812,0.0,0.25
skiourophile,skiourophile,,user,0,2,2,0.0,2.0,2.0,6.0,0.27386634844868735,0.28558460421205495,0.0,9,0,813,0.0,0.5
skyejamie,skyejamie,,user,0,12,12,0.0,42.0,42.0,6.0,0.2852703542573027,0.3146695715323164,0.0,2,0,814,0.0,0.12121212482452393
slavetothehat,slavetothehat,,user,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9,0,183,0.010092874501647418,0.0
slutreplik,slutreplik,,user,0,2,2,0.0,2.0,2.0,7.0,0.21569548872180452,0.22550057059861106,0.0,20,0,815,0.0,0.5
snarrkaeology,snarrkaeology,,user,1,8,9,2.0,16.0,18.0,6.0,0.3375092114959469,0.3617176128093163,90.25285931388866,9,0,311,0.011849633398629811,0.2777777910232544
sndorf,sndorf,,user,0,4,4,0.0,8.0,8.0,7.0,0.24145186743819042,0.25474115572154843,0.0,22,0,816,0.0,0.25
sohnyrin,sohnyrin,,user,1,7,8,2.0,22.0,24.0,6.0,0.3360234776228907,0.35862445414847194,68.64795294574716,9,0,311,0.015857346424516233,0.25
sologius,sologius,,user,0,2,2,0.0,2.0,2.0,6.0,0.3333333333333333,0.3514887436456066,0.0,9,0,817,0.0,0.5
sophieaybar,sophieaybar,,user,0,3,3,0.0,4.0,4.0,7.0,0.22555282555282555,0.23954767092022097,0.0,19,0,818,0.0,0.1666666716337204
soraaadworkshop,soraaadworkshop,,user,2,36,38,9.0,94.0,103.0,5.0,0.3831009023789992,0.43461812990721105,885.2535785580762,6,0,641,0.001723901728299919,0.0878378376364708
sorkierkegardy,sorkierkegardy,,user,0,2,2,0.0,2.0,2.0,7.0,0.25040916530278234,0.2616039008195873,0.0,9,0,819,0.0,0.5
soton,soton,,user,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0,380,7.638721290692608E-4,0.0
sotonarch,sotonarch,,user,21,4,25,21.0,6.0,27.0,7.0,0.21563088512241055,0.22635683094198503,0.0,20,0,311,0.08508404917274533,0.18831168115139008
spitcreekranch,spitcreekranch,,user,0,4,4,0.0,6.0,6.0,7.0,0.216,0.2280423280423293,0.0,20,0,820,0.0,0.75
srdesantis,srdesantis,,user,0,3,3,0.0,4.0,4.0,6.0,0.3068181818181818,0.32374727668845293,0.0,6,0,821,0.0,0.3333333432674408
ssnewberry,ssnewberry,,user,0,4,4,0.0,6.0,6.0,7.0,0.24145186743819042,0.25474115572154843,0.0,22,0,822,0.0,0.25
sspacemann,sspacemann,,user,0,3,3,0.0,4.0,4.0,7.0,0.2415966386554622,0.25418737060041463,0.0,22,0,824,0.0,0.1666666716337204
stacksbowers,stacksbowers,,user,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12,0,574,7.638721290692608E-4,0.0
starchydish,starchydish,,user,0,3,3,0.0,4.0,4.0,7.0,0.24132492113564669,0.2536518311028121,0.0,22,0,825,0.0,0.3333333432674408
stephenjohnkay,stephenjohnkay,,user,0,2,2,0.0,2.0,2.0,8.0,0.17783804726850058,0.185537918871253,0.0,20,0,826,0.0,0.5
sterling1wright,sterling1wright,,user,0,2,2,0.0,2.0,2.0,6.0,0.3130968622100955,0.33144517066085677,0.0,9,0,827,0.0,0.5
stevenatschool,stevenatschool,,user,7,7,14,8.0,12.0,20.0,6.0,0.3385070214338507,0.36171761280931614,4891.753746154529,9,0,311,0.05198315381866806,0.1818181872367859
stevenellis74,stevenellis74,,user,0,2,2,0.0,2.0,2.0,7.0,0.24056603773584906,0.25147318186533935,0.0,6,0,828,0.0,0.5
sturkle,sturkle,,user,0,2,2,0.0,2.0,2.0,6.0,0.28598130841121494,0.3019970951343497,0.0,9,0,829,0.0,0.5
superiorofbirds,superiorofbirds,,user,0,2,2,0.0,2.0,2.0,6.0,0.28598130841121494,0.3019970951343497,0.0,9,0,830,0.0,0.5
surazeus,surazeus,,user,1,10,11,9.0,18.0,27.0,6.0,0.31057563587684067,0.3348060344827585,455.0,6,0,444,7.638721290692608E-4,0.08181817829608917
t_s_institute,t_s_institute,,user,0,3,3,0.0,4.0,4.0,6.0,0.30702341137123745,0.3241103848946984,0.0,6,0,831,0.0,0.1666666716337204
talithakearey,talithakearey,,user,2,2,4,2.0,2.0,4.0,1.0,1.0,1.0,0.0,9,0,69,0.009459213019781256,0.5
tau_phoenix,tau_phoenix,,user,0,4,4,0.0,6.0,6.0,6.0,0.29651162790697677,0.31205519244734875,0.0,9,0,832,0.0,0.4166666567325592
taylornutt3,taylornutt3,,user,0,4,4,0.0,6.0,6.0,7.0,0.24145186743819042,0.25474115572154843,0.0,22,0,833,0.0,0.25
tedgellargoad,tedgellargoad,,user,2,0,2,6.0,0.0,6.0,0.0,0.0,0.0,0.0,9,0,62,0.029503386986534878,1.0
teenagecats,teenagecats,,user,2,2,4,2.0,2.0,4.0,1.0,1.0,1.0,0.0,7,0,248,0.00434747273737602,0.5
telemachus,telemachus,,user,0,8,8,0.0,18.0,18.0,6.0,0.33949704142011833,0.36768336964415466,0.0,9,0,834,0.0,0.3571428656578064
terminal4u,terminal4u,,user,0,2,2,0.0,2.0,2.0,7.0,0.21569548872180452,0.22550057059861106,0.0,20,0,835,0.0,0.5
tesseraeproject,tesseraeproject,,user,7,0,7,10.0,0.0,10.0,0.0,0.0,0.0,0.0,9,0,171,0.04714582893823563,0.3095238208770752
the_bsr,the_bsr,,user,48,5,53,101.0,8.0,109.0,7.0,0.21573245407442299,0.2274485339987536,4846.384119756233,20,0,311,0.25259180295811823,0.1310204118490219
the_kerrak,the_kerrak,,user,0,3,3,0.0,4.0,4.0,7.0,0.25757575757575757,0.27108102500259385,0.0,19,0,836,0.0,0.3333333432674408
themedievaldrk,themedievaldrk,,user,1,4,5,1.0,4.0,5.0,6.0,0.31029810298102983,0.3294395924308588,150.07802948867445,19,0,311,0.014604294529476938,0.3499999940395355
theniscourta,theniscourta,,user,0,11,11,0.0,48.0,48.0,5.0,0.3603112840466926,0.39020878329733777,0.0,2,0,840,0.0,0.1090909093618393
thephraser,thephraser,,user,0,3,3,0.0,4.0,4.0,5.0,0.3704600484261501,0.3952795933188101,0.0,9,0,841,0.0,0.3333333432674408
therealdrwatson,therealdrwatson,,user,0,2,2,0.0,2.0,2.0,7.0,0.2714370195150798,0.28585952899678374,0.0,9,0,842,0.0,0.5
theringolord,theringolord,,user,0,2,2,0.0,2.0,2.0,7.0,0.22184630256162396,0.23166822284469452,0.0,16,0,843,0.0,0.5
theromansoc,theromansoc,,user,12,4,16,18.0,6.0,24.0,7.0,0.2357179619145651,0.24612705344146463,618.8266806722688,6,0,311,0.0497754312612505,0.2747252881526947
thessea,thessea,,user,1,0,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,0,371,7.638721290692608E-4,0.0
thought_lesskat,thought_lesskat,,user,1,3,4,1.0,4.0,5.0,8.0,0.1823974512146555,0.19098565190268355,0.0,9,0,311,0.0015422580105836706,0.5
thucydidylan,thucydidylan,,user,0,3,3,0.0,8.0,8.0,7.0,0.24558587479935795,0.25888058927274643,0.0,4,0,844,0.0,0.3333333432674408
tiberiusimbrex,tiberiusimbrex,,user,0,4,4,0.0,8.0,8.0,7.0,0.26079545454545455,0.27689075630252113,0.0,19,0,845,0.0,0.5
tigerlilyrocks,tigerlilyrocks,,user,0,3,3,0.0,4.0,4.0,5.0,0.34407796101949023,0.365105301379812,0.0,9,0,846,0.0,0.5
tilned,tilned,,user,0,4,4,0.0,6.0,6.0,7.0,0.2361111111111111,0.24776947816163572,0.0,6,0,847,0.0,0.5
timjoseph1843,timjoseph1843,,user,0,7,7,0.0,12.0,12.0,5.0,0.37347436940602113,0.40145243282498305,0.0,9,0,848,0.0,0.2380952388048172
timothyphin,timothyphin,,user,2,26,28,2.0,84.0,86.0,5.0,0.3944875107665805,0.4364628820960715,195.50436013827874,9,0,311,0.019107818828230986,0.1794871836900711
tipirneni,tipirneni,,user,0,3,3,0.0,4.0,4.0,8.0,0.17025222551928784,0.17911090362070817,0.0,2,0,849,0.0,0.3333333432674408
tissiontisis,tissiontisis,,user,1,9,10,2.0,16.0,18.0,6.0,0.318941504178273,0.3446506550218344,1936.4510067458548,9,0,311,0.009702823135663055,0.1666666716337204
tivissutherland,tivissutherland,,user,0,4,4,0.0,12.0,12.0,6.0,0.31013513513513513,0.3290849673202614,0.0,9,0,850,0.0,0.25
tiziana_archeo,tiziana_archeo,,user,0,2,2,0.0,2.0,2.0,6.0,0.3097165991902834,0.3269063180827885,0.0,9,0,851,0.0,0.5
tld1990,tld1990,,user,1,0,1,4.0,0.0,4.0,0.0,0.0,0.0,0.0,13,0,589,7.638721290692608E-4,0.0
tlecaque,tlecaque,,user,0,3,3,0.0,4.0,4.0,6.0,0.3068181818181818,0.32374727668845293,0.0,6,0,852,0.0,0.3333333432674408
tmkeegan,tmkeegan,,user,0,4,4,0.0,6.0,6.0,6.0,0.30702341137123745,0.32483660130718933,0.0,9,0,853,0.0,0.5
to,to,,user,2,0,2,4.0,0.0,4.0,0.0,0.0,0.0,0.0,9,0,170,0.033560520926820644,1.0
tomwsmf,tomwsmf,,user,0,2,2,0.0,2.0,2.0,6.0,0.2840346534653465,0.3008714596949889,0.0,9,0,854,0.0,0.5
tonykeen46,tonykeen46,,user,0,5,5,0.0,8.0,8.0,6.0,0.2957474226804124,0.3136165577342042,0.0,7,0,855,0.0,0.15000000596046448
toozon,toozon,,user,0,3,3,0.0,4.0,4.0,6.0,0.2908745247148289,0.30511982570806045,0.0,23,0,856,0.0,0.1666666716337204
tophocles,tophocles,,user,0,5,5,0.0,8.0,8.0,6.0,0.29555698647778494,0.31343500363108145,0.0,7,0,857,0.0,0.4000000059604645
torontoaia,torontoaia,,user,7,5,12,11.0,10.0,21.0,8.0,0.2070524412296564,0.2206149927219808,715.8450338412501,6,0,311,0.03732487498681762,0.23333333432674408
torontocomms,torontocomms,,user,2,0,2,3.0,0.0,3.0,0.0,0.0,0.0,0.0,16,0,229,0.002706993378738689,0.5
torontorivers,torontorivers,,user,0,2,2,0.0,2.0,2.0,7.0,0.22184630256162396,0.23166822284469452,0.0,16,0,858,0.0,0.5
tpusa,tpusa,,user,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0,384,7.638721290692608E-4,0.0
